#2020-04-17 16:40:30.484344
#swift	dvid
0.05703999917022884	0.1256758279632777
0.09958304604515433	0.27383409021422267
0.12701137689873576	0.2790039898827672
0.12836029287427664	0.3762641579378396
0.13422400993295014	0.37975627509877086
0.13685451284982264	0.3802105539944023
0.13889912492595613	0.38118033297359943
0.13781372900120914	0.46448284201323986
0.14076127391308546	0.5892836288549006
0.14220178686082363	0.6786351380869746
0.16483219107612967	0.8645756479818374
0.1656168771442026	0.8688807007856667
0.17384640802629292	0.8741074639838189
0.17507865303196013	0.9278454459272325
0.17619515489786863	0.9308267440646887
0.17717496398836374	0.9366799269337207
0.1781768079381436	1.034374661045149
0.20319669181481004	1.114228829042986
0.20399189088493586	1.2442899860907346
0.21293156407773495	1.2483674820978194
0.21364963985979557	1.308474374935031
0.21450228500179946	1.3094001070130616
0.21596741606481373	1.4100719110574573
0.2172293660696596	1.4106305299792439
0.24202926084399223	1.5453561909962445
0.24452605098485947	1.5459985190536827
0.2490286270622164	1.7012321129441261
0.25160491396673024	1.7692293780855834
0.2540082670748234	1.770448663039133
0.25377870397642255	1.8809012139681727
0.2547682400327176	2.1542894889134914
0.2787953510414809	2.2312655029818416
0.28331305901519954	2.234944477910176
0.28736721305176616	2.236196361016482
0.2888842560350895	2.2357598789967597
0.29230059403926134	2.2404459610115737
0.29251904785633087	2.231250365031883
0.3184849361423403	2.3567334259860218
0.3200235948897898	2.4179915781132877
0.3277085260488093	2.4851115769706666
0.32898259605281055	2.593974831979722
0.33256094716489315	2.719479573890567
0.3573063178919256	2.7204963190015405
0.35758321918547153	2.8882771919015795
0.36308554792776704	3.0240806660149246
0.3662121358793229	3.0579445459879935
0.37218524189665914	3.0580229519400746
0.3928520909976214	3.059066619956866
0.40295007498934865	3.1830701020080596
0.4062220079358667	3.1880250240210444
0.4104350230190903	3.256098843878135
0.4293153709731996	3.2561840030830353
0.4418566159438342	3.2618553938809782
0.44322137092240155	3.385793186025694
0.4492339240387082	3.3862195510882884
0.4695396739989519	3.442210918990895
0.4792179979849607	3.5539750719908625
0.48034466290846467	3.6675019890535623
0.49045312008820474	3.66711546597071
0.5108835129067302	3.6680830949917436
0.5168620781041682	3.6687370960135013
0.5176311279647052	3.8511922999750823
0.5301584349945188	3.944114367943257
0.5472914518322796	3.9485287631396204
0.5592720650602132	4.045979261863977
0.5592561978846788	4.049150358187035
0.5637918980792165	4.191338021075353
0.5820472680497915	4.193561643827707
0.5987081909552217	4.194532980211079
0.6029720318038017	4.1950440988875926
0.6186902599874884	4.195585020119324
0.6361642638221383	4.42326420918107
0.6431520159821957	4.426204823888838
0.659601700026542	4.426581419073045
0.673757225042209	4.520475766854361
0.6806831550784409	4.596783895045519
0.6985695238690823	4.714088462060317
0.7122107620816678	4.714615612057969
0.7207134049385786	4.805251582991332
0.7407281750347465	4.805600450839847
0.7547117581125349	5.093184422003105
0.755836671916768	5.2651232241187245
0.7804295578971505	5.380994224920869
0.7926812311634421	5.381035299040377
0.7966982249636203	5.384640760952607
0.8195196748711169	5.3848398379050195
0.8303586388938129	5.495328791206703
0.8344329798128456	6.026452481048182
0.8607886640820652	6.031371077988297
0.8697225349023938	6.248049919959158
0.8736266610212624	6.255130811827257
0.8990140680689365	6.349193036090583
0.9089111778885126	6.4690100469160825
0.9115654940251261	6.547197613166645
0.9362001768313348	6.547504561021924
0.9500711672008038	6.574905780842528
0.9523501179646701	6.911402421072125
0.9749394590035081	6.9118600389920175
0.9881953210569918	7.041055982001126
0.9933577990159392	7.049140308983624
